node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert
10915,disease,autosomal dominant nonsyndromic deafness 4A,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11058,disease,autosomal dominant nonsyndromic deafness 9,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
14283,disease,autosomal dominant nonsyndromic deafness 56,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11519,disease,autosomal dominant nonsyndromic deafness 23,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
12083,disease,autosomal dominant nonsyndromic deafness 28,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
7424,disease,autosomal dominant nonsyndromic deafness 1,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11673,disease,autosomal dominant nonsyndromic deafness 30,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11389,disease,autosomal dominant nonsyndromic deafness 16,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
13632,disease,autosomal dominant nonsyndromic deafness 33,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11103,disease,autosomal dominant nonsyndromic deafness 3A,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11226,disease,autosomal dominant nonsyndromic deafness 15,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11102,disease,autosomal dominant nonsyndromic deafness 12,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
12974,disease,autosomal dominant nonsyndromic deafness 59,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
12086,disease,autosomal dominant nonsyndromic deafness 31,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11159,disease,autosomal dominant nonsyndromic deafness 13,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11074,disease,autosomal dominant nonsyndromic deafness 7,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11031,disease,autosomal dominant nonsyndromic deafness 10,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
10963,disease,autosomal dominant nonsyndromic deafness 6,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
13823,disease,autosomal dominant nonsyndromic deafness 4B,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11660,disease,autosomal dominant nonsyndromic deafness 22,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11893,disease,autosomal dominant nonsyndromic deafness 52,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
13305,disease,autosomal dominant nonsyndromic deafness 51,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11708,disease,autosomal dominant nonsyndromic deafness 36,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11994,disease,autosomal dominant nonsyndromic deafness 41,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
12030,disease,autosomal dominant nonsyndromic deafness 43,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11625,disease,autosomal dominant nonsyndromic deafness 18,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11350,disease,autosomal dominant nonsyndromic deafness 17,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
13114,disease,autosomal dominant nonsyndromic deafness 50,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
12023,disease,autosomal dominant nonsyndromic deafness 49,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11568,disease,autosomal dominant nonsyndromic deafness 25,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11920,disease,autosomal dominant nonsyndromic deafness 48,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
12976,disease,autosomal dominant nonsyndromic deafness 2B,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
14738,disease,autosomal dominant nonsyndromic deafness 69,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
14291,disease,autosomal dominant nonsyndromic deafness 54,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
10817,disease,autosomal dominant nonsyndromic deafness 2A,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11480,disease,autosomal dominant nonsyndromic deafness 20,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
13593,disease,autosomal dominant nonsyndromic deafness 64,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
11657,disease,autosomal dominant nonsyndromic deafness 24,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
19587,disease,autosomal dominant nonsyndromic deafness,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness,14854_14293_14470_12380_11832_14603_14853_11761_11032_14594_12975_10973_12090_14740_12902_10915_11058_14283_11519_12083_7424_11673_11389_13632_11103_11226_11102_12974_12086_11159_11074_11031_10963_13823_11660_11893_13305_11708_11994_12030_11625_11350_13114_12023_11568_11920_12976_14738_14291_10817_11480_13593_11657_19587
33202,disease,"deafness, autosomal recessive 109",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
32776,disease,"deafness, autosomal recessive 99",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
30905,disease,"deafness, autosomal recessive 117",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
33670,disease,"deafness, autosomal recessive 116",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
33200,disease,"deafness, autosomal recessive 108",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
32740,disease,"deafness, autosomal recessive 100",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
32732,disease,"deafness, autosomal recessive 113",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
33201,disease,"deafness, autosomal recessive 57",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
54860,disease,"deafness, autosomal recessive 110",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
32761,disease,"deafness, autosomal recessive 114",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
32639,disease,"deafness, autosomal recessive 112",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
29142,disease,"deafness, autosomal recessive 111",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
32762,disease,"deafness, autosomal recessive 115",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
33198,disease,"deafness, autosomal recessive 106",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
32749,disease,"deafness, autosomal recessive 94",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
33199,disease,"deafness, autosomal recessive 107",MONDO,"deafness, autosomal recessive","deafness, autosomal recessive",33202_32776_30905_33670_33200_32740_32732_33201_54860_32761_32639_29142_32762_33198_32749_33199
11396,disease,keratoderma hereditarium mutilans with ichthyosis,MONDO,keratoderma hereditarium mutilans with ichthyosis,keratoderma hereditarium mutilans,11396_7422
7422,disease,keratoderma hereditarium mutilans,MONDO,keratoderma hereditarium mutilans,keratoderma hereditarium mutilans,11396_7422
14828,disease,immunodeficiency-centromeric instability-facial anomalies syndrome 3,MONDO,immunodeficiency-centromeric instability-facial anomalies syndrome,immunodeficiency-centromeric instability-facial anomalies syndrome,14828_14829_9454_13553_133
14829,disease,immunodeficiency-centromeric instability-facial anomalies syndrome 4,MONDO,immunodeficiency-centromeric instability-facial anomalies syndrome,immunodeficiency-centromeric instability-facial anomalies syndrome,14828_14829_9454_13553_133
9454,disease,immunodeficiency-centromeric instability-facial anomalies syndrome 1,MONDO,immunodeficiency-centromeric instability-facial anomalies syndrome,immunodeficiency-centromeric instability-facial anomalies syndrome,14828_14829_9454_13553_133
13553,disease,immunodeficiency-centromeric instability-facial anomalies syndrome 2,MONDO,immunodeficiency-centromeric instability-facial anomalies syndrome,immunodeficiency-centromeric instability-facial anomalies syndrome,14828_14829_9454_13553_133
133,disease,immunodeficiency-centromeric instability-facial anomalies syndrome,MONDO,immunodeficiency-centromeric instability-facial anomalies syndrome,immunodeficiency-centromeric instability-facial anomalies syndrome,14828_14829_9454_13553_133
9260,disease,GM1 gangliosidosis type 1,MONDO,GM1 gangliosidosis,GM1 gangliosidosis,9260_9261_9262_18149
9261,disease,GM1 gangliosidosis type 2,MONDO,GM1 gangliosidosis,GM1 gangliosidosis,9260_9261_9262_18149
9262,disease,GM1 gangliosidosis type 3,MONDO,GM1 gangliosidosis,GM1 gangliosidosis,9260_9261_9262_18149
18149,disease,GM1 gangliosidosis,MONDO,GM1 gangliosidosis,GM1 gangliosidosis,9260_9261_9262_18149
14083,disease,"agammaglobulinemia 7, autosomal recessive",MONDO,"agammaglobulinemia 7, autosomal recessive",agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
13288,disease,"agammaglobulinemia 3, autosomal recessive",MONDO,"agammaglobulinemia 3, autosomal recessive",agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
12987,disease,"agammaglobulinemia 6, autosomal recessive",MONDO,"agammaglobulinemia 6, autosomal recessive",agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
13287,disease,"agammaglobulinemia 2, autosomal recessive",MONDO,"agammaglobulinemia 2, autosomal recessive",agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
13289,disease,"agammaglobulinemia 4, autosomal recessive",MONDO,"agammaglobulinemia 4, autosomal recessive",agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
20729,disease,autosomal recessive agammaglobulinemia 1,MONDO,autosomal recessive agammaglobulinemia 1,agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
14840,disease,"agammaglobulinemia 8, autosomal dominant",MONDO,"agammaglobulinemia 8, autosomal dominant",agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
13290,disease,"agammaglobulinemia 5, autosomal dominant",MONDO,"agammaglobulinemia 5, autosomal dominant",agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
11096,disease,autosomal agammaglobulinemia,MONDO,autosomal agammaglobulinemia,agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
16462,disease,isolated agammaglobulinemia,MONDO,isolated agammaglobulinemia,agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
15977,disease,agammaglobulinemia,MONDO,agammaglobulinemia,agammaglobulinemia,14083_13288_12987_13287_13289_20729_14840_13290_11096_16462_15977
14986,disease,Fanconi anemia complementation group R,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
14987,disease,Fanconi anemia complementation group U,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
10351,disease,Fanconi anemia complementation group B,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
10953,disease,Fanconi anemia complementation group E,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
13565,disease,Fanconi anemia complementation group G,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
9213,disease,Fanconi anemia complementation group C,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
12565,disease,Fanconi anemia complementation group N,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
13248,disease,Fanconi anemia complementation group O,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
12187,disease,Fanconi anemia complementation group J,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
13499,disease,Fanconi anemia complementation group P,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
14108,disease,Fanconi anemia complementation group Q,MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
44325,disease,"Fanconi anemia, complementation group W",MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
54748,disease,"Fanconi anemia, complementation group S",MONDO,Fanconi anemia complementation group,Fanconi anemia complementation group,14986_14987_10351_10953_13565_9213_12565_13248_12187_13499_14108_44325_54748_11325_9214_14985_9215_11584_12186_13566_14638
