node_id,node_type,node_name,node_source,group_name_auto,group_name_bert
14918,disease,tall stature-intellectual disability-renal anomalies syndrome,MONDO,tall stature-intellectual disability-renal anomalies syndrome,tall stature-intellectual disability-renal anomalies syndrome
10210,disease,xeroderma pigmentosum group A,MONDO,xeroderma pigmentosum group,xeroderma pigmentosum
8940,disease,endosteal sclerosis-cerebellar hypoplasia syndrome,MONDO,endosteal sclerosis-cerebellar hypoplasia syndrome,endosteal sclerosis-cerebellar hypoplasia syndrome
8136,disease,isolated optic nerve hypoplasia,MONDO,isolated optic nerve hypoplasia,isolated optic nerve hypoplasia
14475,disease,spinocerebellar ataxia type 40,MONDO,spinocerebellar ataxia,spinocerebellar ataxia
60624,disease,"neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter",MONDO,"neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter","neurodevelopmental disorder with ataxic gait, absent speech, and decreased cortical white matter"
12171,disease,marfanoid habitus with situs inversus,MONDO,marfanoid habitus with situs inversus,marfanoid habitus with situs inversus
14231,disease,juvenile onset Parkinson disease 19A,MONDO,juvenile onset Parkinson disease 19A,juvenile onset Parkinson disease 19A
8107,disease,"nystagmus, hereditary vertical",MONDO,"nystagmus, hereditary vertical","nystagmus, hereditary vertical"
8395,disease,Ruvalcaba syndrome,MONDO,Ruvalcaba syndrome,Ruvalcaba syndrome
13064,disease,multiple synostoses syndrome 3,MONDO,multiple synostoses syndrome,multiple synostoses syndrome
7333,disease,van der Woude syndrome 1,MONDO,van der Woude syndrome,van der Woude syndrome
12984,disease,PHARC syndrome,MONDO,PHARC syndrome,PHARC syndrome
14593,disease,"developmental and epileptic encephalopathy, 29",MONDO,developmental and epileptic encephalopathy,developmental and epileptic encephalopathy
13645,disease,autosomal recessive spinocerebellar ataxia 11,MONDO,autosomal recessive spinocerebellar ataxia,autosomal recessive spinocerebellar ataxia
13452,disease,multisystemic smooth muscle dysfunction syndrome,MONDO,multisystemic smooth muscle dysfunction syndrome,multisystemic smooth muscle dysfunction syndrome
7342,disease,clubfoot,MONDO,clubfoot,clubfoot
44724,disease,3-methylglutaconic aciduria type 9,MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria
11949,disease,Thai symphalangism syndrome,MONDO,Thai symphalangism syndrome,Thai symphalangism syndrome
9067,disease,cystinuria (disease),MONDO,cystinuria,cystinuria
24540,disease,Jervell and Lange-Nielsen syndrome 1,MONDO,Jervell and Lange-Nielsen syndrome,Jervell and Lange-Nielsen syndrome
18881,disease,myelodysplastic syndrome,MONDO,myelodysplastic syndrome,myelodysplastic syndrome
8202,disease,"Parotidomegaly, hereditary bilateral",MONDO,"Parotidomegaly, hereditary bilateral","Parotidomegaly, hereditary bilateral"
32614,disease,"epidermodysplasia verruciformis, susceptibility to, 2",MONDO,"epidermodysplasia verruciformis, susceptibility to","epidermodysplasia verruciformis, susceptibility to"
14966,disease,periventricular nodular heterotopia 7,MONDO,periventricular nodular heterotopia,periventricular nodular heterotopia
13868,disease,"porokeratosis 7, disseminated superficial actinic type",MONDO,"porokeratosis 7, disseminated superficial actinic type",porokeratosis disseminated superficial actinic
12328,disease,trichilemmal cyst,MONDO,trichilemmal cyst,trichilemmal cyst
14258,disease,congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome,MONDO,congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome,congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome
9111,disease,dihydropyrimidinuria,MONDO,dihydropyrimidinuria,dihydropyrimidinuria
8699,disease,achalasia microcephaly syndrome,MONDO,achalasia microcephaly syndrome,achalasia microcephaly syndrome
8696,disease,acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,MONDO,acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome,acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome
13475,disease,hypertrophic cardiomyopathy 18,MONDO,hypertrophic cardiomyopathy,hypertrophic cardiomyopathy
54813,disease,"ehlers-danlos syndrome, classic-like, 2",MONDO,"ehlers-danlos syndrome, classic-like, 2","ehlers-danlos syndrome, classic-like, 2"
10237,disease,X-linked intellectual disability-plagiocephaly syndrome,MONDO,X-linked intellectual disability-plagiocephaly syndrome,X-linked intellectual disability-plagiocephaly syndrome
32728,disease,"charcot-marie-tooth disease, axonal, type 2ee",MONDO,Charcot-Marie-Tooth disease axonal,Charcot-Marie-Tooth disease
7848,disease,autosomal dominant keratitis,MONDO,autosomal dominant keratitis,autosomal dominant keratitis
60641,disease,neurodevelopmental disorder with or without seizures and gait abnormalities,MONDO,neurodevelopmental disorder with or without seizures and gait abnormalities,neurodevelopmental disorder with or without seizures and gait abnormalities
32663,disease,"developmental and epileptic encephalopathy, 70",MONDO,developmental and epileptic encephalopathy,developmental and epileptic encephalopathy
8193,disease,"paralysis agitans, juvenile, of Hunt",MONDO,"paralysis agitans, juvenile, of Hunt","paralysis agitans, juvenile, of Hunt"
13496,disease,"IgA nephropathy, susceptibility to, 2",MONDO,"IgA nephropathy, susceptibility to","IgA nephropathy, susceptibility to"
13785,disease,"intellectual disability, autosomal recessive 34",MONDO,"intellectual disability, autosomal recessive","intellectual disability, autosomal recessive"
8120,disease,spinocerebellar ataxia type 7,MONDO,spinocerebellar ataxia,spinocerebellar ataxia
11906,disease,congenital bile acid synthesis defect 1,MONDO,congenital bile acid synthesis defect,congenital bile acid synthesis defect
13468,disease,retinitis pigmentosa 59,MONDO,retinitis pigmentosa,retinitis pigmentosa
12200,disease,posterior polymorphous corneal dystrophy 3,MONDO,posterior polymorphous corneal dystrophy,posterior corneal dystrophy
20783,disease,capillary malformation-arteriovenous malformation 1,MONDO,capillary malformation-arteriovenous malformation,capillary malformation-arteriovenous malformation
13108,disease,"leukemia, acute lymphocytic, susceptibility to, 1",MONDO,"leukemia, acute lymphocytic, susceptibility to","leukemia, lymphocytic, susceptibility to"
32582,disease,"nephrotic syndrome, type 19",MONDO,"nephrotic syndrome,","nephrotic syndrome,"
13439,disease,congenital bile acid synthesis defect 3,MONDO,congenital bile acid synthesis defect,congenital bile acid synthesis defect
20730,disease,carpal tunnel syndrome 1,MONDO,carpal tunnel syndrome,carpal tunnel syndrome
7696,disease,Emery-Nelson syndrome,MONDO,Emery-Nelson syndrome,Emery-Nelson syndrome
8666,disease,volvulus of midgut,MONDO,volvulus of midgut,volvulus of midgut
11600,disease,congenital myasthenic syndrome 4A,MONDO,congenital myasthenic syndrome,congenital myasthenic syndrome
10062,disease,spinocerebellar ataxia-dysmorphism syndrome,MONDO,spinocerebellar ataxia-dysmorphism syndrome,spinocerebellar ataxia
10420,disease,X-linked erythropoietic protoporphyria,MONDO,X-linked erythropoietic protoporphyria,X-linked erythropoietic protoporphyria
9635,disease,microvillus inclusion disease,MONDO,microvillus inclusion disease,microvillus inclusion disease
10407,disease,syndromic X-linked intellectual disability Turner type,MONDO,syndromic X-linked intellectual disability Turner type,X-linked intellectual disability
9433,disease,hypoplastic left heart syndrome 1,MONDO,hypoplastic left heart syndrome,hypoplastic left heart syndrome
13741,disease,familial temporal lobe epilepsy 5,MONDO,familial temporal lobe epilepsy,familial temporal lobe epilepsy
13805,disease,"intellectual disability, autosomal dominant 13",MONDO,"intellectual disability, autosomal dominant","intellectual disability, autosomal dominant"
8180,disease,congenital velopharyngeal incompetence,MONDO,congenital velopharyngeal incompetence,congenital velopharyngeal incompetence
14441,disease,Bardet-Biedl syndrome 13,MONDO,Bardet-Biedl syndrome,Bardet-Biedl syndrome
14393,disease,"lymphedema, hereditary, 1D",MONDO,"lymphedema, hereditary","lymphedema, hereditary"
9190,disease,"epiphyseal dysplasia of femoral head, myopia, and deafness",MONDO,"epiphyseal dysplasia of femoral head, myopia, and deafness","epiphyseal dysplasia of femoral head, myopia, and deafness"
14277,disease,developmental dysplasia of the hip 2,MONDO,developmental dysplasia of the hip,developmental dysplasia of the hip
11058,disease,autosomal dominant nonsyndromic deafness 9,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness
7859,disease,"palmoplantar keratoderma i, striate, focal, or diffuse",MONDO,"palmoplantar keratoderma i, striate, focal, or diffuse","palmoplantar keratoderma i, striate, focal, or diffuse"
8123,disease,autosomal dominant omodysplasia,MONDO,autosomal dominant omodysplasia,autosomal dominant omodysplasia
14283,disease,autosomal dominant nonsyndromic deafness 56,MONDO,autosomal dominant nonsyndromic deafness,autosomal dominant nonsyndromic deafness
7088,disease,Alzheimer disease type 1,MONDO,Alzheimer disease,Alzheimer disease
30917,disease,"intellectual disability, autosomal dominant 51",MONDO,"intellectual disability, autosomal dominant","intellectual disability, autosomal dominant"
32874,disease,"ciliary dyskinesia, primary, 43",MONDO,"ciliary dyskinesia, primary",primary ciliary dyskinesia
7040,disease,Sakati-Nyhan syndrome,MONDO,Sakati-Nyhan syndrome,Sakati-Nyhan syndrome
11959,disease,sweet syndrome,MONDO,sweet syndrome,sweet syndrome
13579,disease,methylmalonate semialdehyde dehydrogenase deficiency,MONDO,methylmalonate semialdehyde dehydrogenase deficiency,methylmalonate semialdehyde dehydrogenase deficiency
33014,disease,erythrokeratodermia variabilis et progressiva 4,MONDO,erythrokeratodermia variabilis et progressiva,erythrokeratodermia variabilis et progressiva
9812,disease,"osteomalacia, sclerosing, with cerebral calcification",MONDO,"osteomalacia, sclerosing, with cerebral calcification","osteomalacia, sclerosing, with cerebral calcification"
7818,disease,Hyper-IgE recurrent infection syndrome 1,MONDO,Hyper-IgE recurrent infection syndrome 1,Hyper-IgE recurrent infection syndrome 1
5575,disease,colorectal cancer,MONDO,colorectal cancer,colorectal cancer
30047,disease,"microcephaly, developmental delay, and brittle hair syndrome",MONDO,"microcephaly, developmental delay, and brittle hair syndrome","microcephaly, developmental delay, and brittle hair syndrome"
7708,disease,Kasabach-Merritt syndrome,MONDO,Kasabach-Merritt syndrome,Kasabach-Merritt syndrome
13453,disease,Leber congenital amaurosis 8,MONDO,Leber congenital amaurosis,Leber congenital amaurosis
11985,disease,hyper-IgM syndrome type 4,MONDO,hyper-IgM syndrome,hyper-IgM syndrome
11014,disease,pleuropulmonary blastoma,MONDO,pleuropulmonary blastoma,pleuropulmonary blastoma
54782,disease,"leukodystrophy, hypomyelinating, 15",MONDO,hypomyelinating leukodystrophy,hypomyelinating leukodystrophy
24556,disease,"epilepsy, familial focal, with variable foci 1",MONDO,"epilepsy, familial focal, with variable foci",familial focal epilepsy with variable foci
10726,disease,Rett syndrome,MONDO,Rett syndrome,Rett syndrome
11939,disease,Spondyloenchondrodysplasia with immune dysregulation,MONDO,Spondyloenchondrodysplasia with immune dysregulation,Spondyloenchondrodysplasia with immune dysregulation
9062,disease,cystic fibrosis-gastritis-megaloblastic anemia syndrome,MONDO,cystic fibrosis-gastritis-megaloblastic anemia syndrome,cystic fibrosis-gastritis-megaloblastic anemia syndrome
10325,disease,"X-linked intellectual disability, Stocco dos Santos type",MONDO,"X-linked intellectual disability, Stocco dos Santos type","X-linked intellectual disability, Stocco dos Santos type"
12665,disease,cataract 33,MONDO,cataract,cataract
12326,disease,autosomal recessive nonsyndromic deafness 42,MONDO,autosomal recessive nonsyndromic deafness,autosomal recessive nonsyndromic deafness
7298,disease,spinocerebellar ataxia type 29,MONDO,spinocerebellar ataxia,spinocerebellar ataxia
8736,disease,peroxisome biogenesis disorder 2B,MONDO,peroxisome biogenesis disorder,peroxisome biogenesis disorder
10099,disease,Tay-Sachs disease AB variant,MONDO,Tay-Sachs disease AB variant,Tay-Sachs disease AB variant
11540,disease,spinocerebellar ataxia type 14,MONDO,spinocerebellar ataxia,spinocerebellar ataxia
24266,disease,patent ductus arteriosus 3,MONDO,patent ductus arteriosus,patent ductus arteriosus
14046,disease,Cowden syndrome 4,MONDO,Cowden syndrome,Cowden disease
10135,disease,thyroid dyshormonogenesis 3,MONDO,thyroid dyshormonogenesis,thyroid dyshormonogenesis
14537,disease,nephronophthisis 19,MONDO,nephronophthisis,nephronophthisis
13398,disease,"acne inversa, familial, 3",MONDO,"acne inversa, familial",familial acne inversa
14777,disease,"hypotonia, infantile, with psychomotor retardation and characteristic facies 2",MONDO,"hypotonia, infantile, with psychomotor retardation and characteristic facies","hypotonia, infantile, with psychomotor retardation and characteristic facies"
13313,disease,ectodermal dysplasia-cutaneous syndactyly syndrome,MONDO,ectodermal dysplasia-cutaneous syndactyly syndrome,ectodermal dysplasia
12756,disease,proximal 16p11.2 microdeletion syndrome,MONDO,proximal 16p11.2 microdeletion syndrome,proximal 16p11.2 microdeletion syndrome
14443,disease,Bardet-Biedl syndrome 15,MONDO,Bardet-Biedl syndrome,Bardet-Biedl syndrome
9656,disease,Sanfilippo syndrome type B,MONDO,Sanfilippo syndrome,Sanfilippo syndrome
11750,disease,obsolete insulinoma tumor suppressor gene locus,MONDO,obsolete insulinoma tumor suppressor gene locus,obsolete insulinoma tumor suppressor gene locus
11360,disease,autosomal recessive nonsyndromic deafness 14,MONDO,autosomal recessive nonsyndromic deafness,autosomal recessive nonsyndromic deafness
12569,disease,"mitral valve prolapse, myxomatous 3",MONDO,"mitral valve prolapse, myxomatous","mitral valve prolapse, myxomatous"
11285,disease,age related macular degeneration 1,MONDO,age related macular degeneration,macular degeneration
44302,disease,"congenital heart defects, dysmorphic facial features, and intellectual developmental disorder",MONDO,"congenital heart defects, dysmorphic facial features, and intellectual developmental disorder","congenital heart defects, dysmorphic facial features, and intellectual developmental disorder"
44725,disease,combined immunodeficiency due to GINS1 deficiency,MONDO,combined immunodeficiency due to GINS1 deficiency,combined immunodeficiency due to GINS1 deficiency
17715,disease,3-hydroxyacyl-CoA dehydrogenase deficiency,MONDO,3-hydroxyacyl-CoA dehydrogenase deficiency,3-hydroxyacyl-CoA dehydrogenase deficiency
8679,disease,Wilms tumor 1,MONDO,Wilms tumor,Wilms tumor
60456,disease,"cerebral sclerosis, diffuse, scholz type",MONDO,"cerebral sclerosis, diffuse, scholz type","cerebral sclerosis, diffuse, scholz type"
7260,disease,Car factor deficiency,MONDO,Car factor deficiency,Car factor deficiency
7367,disease,"febrile seizures, familial, 1",MONDO,"febrile seizures, familial","febrile seizures, familial"
10350,disease,premature ovarian failure 2A,MONDO,premature ovarian failure,premature ovarian failure
13863,disease,combined immunodeficiency due to LRBA deficiency,MONDO,combined immunodeficiency due to LRBA deficiency,combined immunodeficiency due to LRBA deficiency
14683,disease,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A9",MONDO,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a","muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a"
7707,disease,hemangiomas of small intestine,MONDO,hemangiomas of small intestine,hemangiomas of small intestine
10397,disease,severe neonatal-onset encephalopathy with microcephaly,MONDO,severe neonatal-onset encephalopathy with microcephaly,severe neonatal-onset encephalopathy with microcephaly
11206,disease,ventriculomegaly with defects of the radius and kidney,MONDO,ventriculomegaly with defects of the radius and kidney,ventriculomegaly with defects of the radius and kidney
10562,disease,colonic atresia (disease),MONDO,colonic atresia (disease),colonic atresia (disease)
30044,disease,pseudo-TORCH syndrome 3,MONDO,pseudo-TORCH syndrome,pseudo-TORCH syndrome
10912,disease,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement",MONDO,"fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement","fibrosis of extraocular muscles, congenital, 3A, with or without extraocular involvement"
11422,disease,autosomal recessive proximal renal tubular acidosis,MONDO,autosomal recessive proximal renal tubular acidosis,renal tubular acidosis
11743,disease,Alzheimer disease 4,MONDO,Alzheimer disease,Alzheimer disease
14236,disease,"Ehlers-Danlos syndrome, musculocontractural type 2",MONDO,"Ehlers-Danlos syndrome, musculocontractural","Ehlers-Danlos syndrome, musculocontractural"
9247,disease,frontofacionasal dysplasia,MONDO,frontofacionasal dysplasia,frontofacionasal dysplasia
9051,disease,cutaneous photosensitivity-lethal colitis syndrome,MONDO,cutaneous photosensitivity-lethal colitis syndrome,cutaneous photosensitivity-lethal colitis syndrome
11771,disease,distal spinal muscular atrophy type 3,MONDO,distal spinal muscular atrophy type 3,distal spinal muscular atrophy type 3
14574,disease,peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome,MONDO,peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome,peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome
14947,disease,"developmental and epileptic encephalopathy, 46",MONDO,developmental and epileptic encephalopathy,developmental and epileptic encephalopathy
12215,disease,myofibrillar myopathy 3,MONDO,myofibrillar myopathy,myofibrillar myopathy
10735,disease,Kennedy disease,MONDO,Kennedy disease,Kennedy disease
14101,disease,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 12",MONDO,"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a","muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a"
11752,disease,nephronophthisis 4,MONDO,nephronophthisis,nephronophthisis
7905,disease,"lip, hamartomatous",MONDO,"lip, hamartomatous","lip, hamartomatous"
11694,disease,spinocerebellar ataxia type 15/16,MONDO,spinocerebellar ataxia,spinocerebellar ataxia
11323,disease,"arhinia, choanal atresia, and microphthalmia",MONDO,"arhinia, choanal atresia, and microphthalmia","arhinia, choanal atresia, and microphthalmia"
13828,disease,hyperekplexia 2,MONDO,hyperekplexia,hyperekplexia
7265,disease,cardiofaciocutaneous syndrome 1,MONDO,cardiofaciocutaneous syndrome,cardiofaciocutaneous syndrome
11663,disease,juvenile primary lateral sclerosis,MONDO,juvenile primary lateral sclerosis,juvenile primary lateral sclerosis
8874,disease,Bangstad syndrome,MONDO,Bangstad syndrome,Bangstad syndrome
13980,disease,"palmoplantar keratoderma, punctate type ib",MONDO,"palmoplantar keratoderma, punctate",punctate palmoplantar keratoderma
12637,disease,COG1-CDG,MONDO,COG1-CDG,COG1-CDG
13052,disease,retinitis pigmentosa 42,MONDO,retinitis pigmentosa,retinitis pigmentosa
8859,disease,"berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification",MONDO,"berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification","berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification"
13441,disease,asphyxiating thoracic dystrophy 4,MONDO,asphyxiating thoracic dystrophy,asphyxiating thoracic dystrophy
9189,disease,multiple epiphyseal dysplasia type 4,MONDO,"epiphyseal dysplasia, multiple",multiple epiphyseal dysplasia
11476,disease,MHC class I deficiency,MONDO,MHC class I deficiency,MHC class I deficiency
12079,disease,"asperger syndrome, susceptibility to, 2",MONDO,"asperger syndrome, susceptibility to","asperger syndrome, susceptibility to"
11605,disease,generalized basaloid follicular hamartoma syndrome,MONDO,generalized basaloid follicular hamartoma syndrome,generalized basaloid follicular hamartoma syndrome
10322,disease,"intellectual disability, X-linked 2",MONDO,"intellectual disability, X-linked","intellectual disability, X-linked"
8114,disease,obsessive-compulsive disorder,MONDO,obsessive-compulsive disorder,obsessive-compulsive disorder
10188,disease,familial isolated deficiency of vitamin E,MONDO,familial isolated deficiency of vitamin E,familial isolated deficiency of vitamin E
10552,disease,"Charcot-Marie-Tooth peroneal muscular atrophy, X-linked, with aplasia cutis congenita",MONDO,"Charcot-Marie-Tooth peroneal muscular atrophy, X-linked, with aplasia cutis congenita","Charcot-Marie-Tooth peroneal muscular atrophy, X-linked, with aplasia cutis congenita"
8999,disease,Cohen syndrome,MONDO,Cohen syndrome,Cohen syndrome
9400,disease,hyperprolinemia type 1,MONDO,hyperprolinemia,hyperprolinemia
11120,disease,"neural tube defects, folate-sensitive",MONDO,"neural tube defects, folate-sensitive","neural tube defects, folate-sensitive"
12555,disease,Cornelia de Lange syndrome 3,MONDO,Cornelia de Lange syndrome,Cornelia de Lange syndrome
32771,disease,paragangliomas 7,MONDO,paragangliomas,paraganglioma
24265,disease,Duane syndrome type 1,MONDO,Duane syndrome type 1,Duane syndrome type 1
12396,disease,exercise-induced hyperinsulinism,MONDO,exercise-induced hyperinsulinism,exercise-induced hyperinsulinism
12947,disease,"intellectual disability, autosomal dominant 4",MONDO,"intellectual disability, autosomal dominant","intellectual disability, autosomal dominant"
10716,disease,X-linked lethal multiple pterygium syndrome,MONDO,X-linked lethal multiple pterygium syndrome,X-linked lethal multiple pterygium syndrome
7353,disease,coloboma of macula-brachydactyly type B syndrome,MONDO,coloboma of macula-brachydactyly type B syndrome,coloboma of macula-brachydactyly type B syndrome
14139,disease,"Ehlers-Danlos syndrome, progeroid type, 2",MONDO,"Ehlers-Danlos syndrome, progeroid type","Ehlers-Danlos syndrome, progeroid type"
13337,disease,"neuropathy, hereditary sensory and autonomic, type 1C",MONDO,"neuropathy, hereditary sensory and autonomic,","neuropathy, hereditary sensory, motor and autonomic"
13947,disease,young adult-onset distal hereditary motor neuropathy,MONDO,young adult-onset distal hereditary motor neuropathy,young adult-onset distal hereditary motor neuropathy
7463,disease,distal osteosclerosis,MONDO,distal osteosclerosis,distal osteosclerosis
14618,disease,retinitis pigmentosa 71,MONDO,retinitis pigmentosa,retinitis pigmentosa
12495,disease,"spondyloepimetaphyseal dysplasia, Genevieve type",MONDO,"spondyloepimetaphyseal dysplasia, Genevieve type","spondyloepimetaphyseal dysplasia, Genevieve type"
7359,disease,commissural lip pits,MONDO,commissural lip pits,commissural lip pits
7470,disease,calvarial doughnut lesions-bone fragility syndrome,MONDO,calvarial doughnut lesions-bone fragility syndrome,calvarial doughnut lesions-bone fragility syndrome
10166,disease,ulnar agenesis and endocardial fibroelastosis,MONDO,ulnar agenesis and endocardial fibroelastosis,ulnar agenesis and endocardial fibroelastosis
10326,disease,"intellectual disability, X-linked 46",MONDO,"intellectual disability, X-linked","intellectual disability, X-linked"
13054,disease,"microcephaly, growth retardation, cataract, hearing loss, and unusual appearance",MONDO,"microcephaly, growth retardation, cataract, hearing loss, and unusual appearance","microcephaly, growth retardation, cataract, hearing loss, and unusual appearance"
7655,disease,fissured tongue,MONDO,fissured tongue,fissured tongue
7723,disease,"Hirschsprung disease, susceptibility to, 1",MONDO,"hirschsprung disease, susceptibility to","hirschsprung disease, susceptibility to"
7474,disease,duodenal ulcer due to antral G-cell hyperfunction,MONDO,duodenal ulcer due to antral G-cell hyperfunction,duodenal ulcer due to antral G-cell hyperfunction
8062,disease,narcolepsy 1,MONDO,narcolepsy,narcolepsy
11045,disease,MMEP syndrome,MONDO,MMEP syndrome,MMEP syndrome
10274,disease,testicular germ cell tumor 1,MONDO,testicular germ cell tumor 1,testicular germ cell tumor
11382,disease,sickle cell anemia,MONDO,sickle cell anemia,sickle cell anemia
13063,disease,"ventricular fibrillation, paroxysmal familial, 2",MONDO,"ventricular fibrillation, paroxysmal familial","ventricular fibrillation, paroxysmal familial"
8732,disease,"adrenal hypoplasia, cytomegalic type",MONDO,"adrenal hypoplasia, cytomegalic type","adrenal hypoplasia, cytomegalic type"
11169,disease,keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,MONDO,keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome,keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
10896,disease,pigment dispersion syndrome,MONDO,pigment dispersion syndrome,pigment dispersion syndrome
13228,disease,spondylo-megaepiphyseal-metaphyseal dysplasia,MONDO,spondylo-megaepiphyseal-metaphyseal dysplasia,spondylo-megaepiphyseal-metaphyseal dysplasia
2697,disease,ovarian gonadoblastoma (disease),MONDO,ovarian gonadoblastoma (disease),ovarian gonadoblastoma (disease)
11535,disease,split hand-foot malformation 4,MONDO,split hand-foot malformation,split hand-foot malformation
7713,disease,clonic hemifacial spasm,MONDO,clonic hemifacial spasm,clonic hemifacial spasm
13971,disease,leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,MONDO,leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome,leukoencephalopathy-thalamus and brainstem anomalies-high lactate syndrome
11017,disease,Naxos disease,MONDO,Naxos disease,Naxos disease
12825,disease,extraskeletal myxoid chondrosarcoma,MONDO,extraskeletal myxoid chondrosarcoma,extraskeletal myxoid chondrosarcoma
8130,disease,ophthalmoplegia-intellectual disability-lingua scrotalis syndrome,MONDO,ophthalmoplegia-intellectual disability-lingua scrotalis syndrome,ophthalmoplegia-intellectual disability-lingua scrotalis syndrome
9204,disease,lethal faciocardiomelic dysplasia,MONDO,lethal faciocardiomelic dysplasia,lethal faciocardiomelic dysplasia
9680,disease,congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,MONDO,congenital muscular dystrophy-infantile cataract-hypogonadism syndrome,congenital muscular dystrophy-infantile cataract-hypogonadism syndrome
13472,disease,fatal infantile hypertonic myofibrillar myopathy,MONDO,fatal infantile hypertonic myofibrillar myopathy,fatal infantile hypertonic myofibrillar myopathy
12381,disease,hyperinsulinism due to INSR deficiency,MONDO,hyperinsulinism due to INSR deficiency,hyperinsulinism due to INSR deficiency
32673,disease,"basal ganglia calcification, idiopathic, 7, autosomal recessive",MONDO,"basal ganglia calcification, idiopathic, 7, autosomal recessive","basal ganglia calcification, idiopathic, 7, autosomal recessive"
8979,disease,"chorea, benign familial",MONDO,"chorea, benign familial","chorea, benign familial"
8416,disease,palmoplantar keratoderma-sclerodactyly syndrome,MONDO,palmoplantar keratoderma-sclerodactyly syndrome,palmoplantar keratoderma-sclerodactyly syndrome
10989,disease,Mayer-Rokitansky-Küster-Hauser syndrome type 2,MONDO,Mayer-Rokitansky-Küster-Hauser syndrome type 2,Mayer-Rokitansky-Küster-Hauser syndrome type 2
14065,disease,mitochondrial complex III deficiency nuclear type 4,MONDO,mitochondrial complex III deficiency nuclear,mitochondrial complex III deficiency nuclear
9426,disease,hypoparathyroidism-retardation-dysmorphism syndrome,MONDO,hypoparathyroidism-retardation-dysmorphism syndrome,hypoparathyroidism-retardation-dysmorphism syndrome
9670,disease,lethal congenital contracture syndrome 1,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome
9769,disease,oculo-palato-cerebral syndrome,MONDO,oculo-palato-cerebral syndrome,oculo-palato-cerebral syndrome
10512,disease,"intellectual disability, X-linked, syndromic, bain type",MONDO,"intellectual disability, X-linked, syndromic, bain type","intellectual disability, X-linked, syndromic"
12276,disease,generalized epilepsy-paroxysmal dyskinesia syndrome,MONDO,generalized epilepsy-paroxysmal dyskinesia syndrome,generalized epilepsy-paroxysmal dyskinesia syndrome
14061,disease,Steel syndrome,MONDO,Steel syndrome,Steel syndrome
13362,disease,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome,MONDO,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome,THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome
13889,disease,short stature-optic atrophy-Pelger-HuC+t anomaly syndrome,MONDO,short stature-optic atrophy-Pelger-HuC+t anomaly syndrome,short stature-optic atrophy-Pelger-HuC+t anomaly syndrome
8105,disease,"nose, anomalous shape of",MONDO,"nose, anomalous shape of","nose, anomalous shape of"
24498,disease,glioma susceptibility 1,MONDO,glioma susceptibility,glioma susceptibility
10133,disease,thyroid dyshormonogenesis 2A,MONDO,thyroid dyshormonogenesis,thyroid dyshormonogenesis
14484,disease,"microcephaly 12, primary, autosomal recessive",MONDO,"microcephaly 12, primary, autosomal recessive",primary microcephaly
9921,disease,holoprosencephaly-postaxial polydactyly syndrome,MONDO,holoprosencephaly-postaxial polydactyly syndrome,holoprosencephaly-postaxial polydactyly syndrome
8049,disease,"myopathy, distal, infantile-onset",MONDO,"myopathy, distal","myopathy, distal"
13946,disease,hypogonadotropic hypogonadism 15 with or without anosmia,MONDO,hypogonadotropic hypogonadism 15 with or without anosmia,hypogonadotropic hypogonadism with or without anosmia
