,node_id,node_type,node_name,node_source
124392,4064.0,disease,iris melanoma,MONDO
124393,3878.0,disease,malignant choroid melanoma,MONDO
124407,6055.0,disease,sex cord-stromal tumor,MONDO
124447,5167.0,disease,fibroma,MONDO
124473,5674.0,disease,bone giant cell tumor,MONDO
124474,4997.0,disease,chondroblastoma (disease),MONDO
124515,4608.0,disease,oropharynx cancer,MONDO
124546,4957.0,disease,mucinous adenocarcinoma,MONDO
124564,5966.0,disease,spleen cancer,MONDO
124595,3088.0,disease,intramuscular hemangioma,MONDO
124596,2360.0,disease,chondroma,MONDO
124603,1402.0,disease,vaginal cancer,MONDO
124604,15867.0,disease,vaginal carcinoma,MONDO
124611,2971.0,disease,amelanotic melanoma,MONDO
124612,3199.0,disease,anal carcinoma,MONDO
124613,3046.0,disease,anus neoplasm,MONDO
124614,1470.0,disease,anal margin squamous cell carcinoma,MONDO
124657,7154.0,disease,arteriovenous malformations of the brain,MONDO
124716,5843.0,disease,mediastinal cancer,MONDO
124765,11366.0,disease,ovarian germ cell tumor,MONDO
124766,2726.0,disease,cutaneous solitary mastocytoma,MONDO
124768,544.0,disease,mucosal melanoma,MONDO
124775,5494.0,disease,triple-negative breast carcinoma,MONDO
124787,3424.0,disease,oncocytic adenoma,MONDO
124818,6266.0,disease,Leydig cell tumor,MONDO
124839,5525.0,disease,T-cell leukemia,MONDO
124873,4251.0,disease,small intestine neoplasm,MONDO
124904,3523.0,disease,gastrin-producing neuroendocrine tumor,MONDO
124905,3525.0,disease,pancreatic gastrin-producing neuroendocrine tumor,MONDO
124913,3789.0,disease,hereditary papillary renal cell carcinoma,MONDO
124940,2129.0,disease,bone cancer,MONDO
124949,11789.0,disease,familial meningioma,MONDO
125048,5094.0,disease,hemangiopericytoma,MONDO
125082,1406.0,disease,peripheral nervous system neoplasm,MONDO
125083,4545.0,disease,adult malignant schwannoma,MONDO
125084,4345.0,disease,childhood malignant schwannoma,MONDO
125086,2675.0,disease,neurofibrosarcoma,MONDO
125087,4540.0,disease,epithelioid malignant peripheral nerve sheath tumor,MONDO
125094,8075.0,disease,neurofibromatosis type 3,MONDO
125277,8401.0,disease,pleomorphic adenoma,MONDO
125300,2071.0,disease,supratentorial cancer,MONDO
125329,2271.0,disease,colon adenocarcinoma,MONDO
125395,5106.0,disease,lipoma,MONDO
125397,966.0,disease,pleomorphic lipoma,MONDO
125456,2056.0,disease,breast fibroadenoma,MONDO
125460,3073.0,disease,trilateral retinoblastoma,MONDO
125631,2728.0,disease,rhabdoid tumor,MONDO
125719,8978.0,disease,chordoma (disease),MONDO
125759,3083.0,disease,venous hemangioma,MONDO
125765,5006.0,disease,clear cell sarcoma of kidney,MONDO
125766,3865.0,disease,acral lentiginous melanoma (disease),MONDO
125773,11655.0,disease,alveolar soft part sarcoma (disease),MONDO
125778,2928.0,disease,carcinosarcoma,MONDO
125790,7566.0,disease,multiple self-healing squamous epithelioma,MONDO
125825,9837.0,disease,choroid plexus papilloma,MONDO
125890,2670.0,disease,ampulla of vater adenocarcinoma,MONDO
125940,2839.0,disease,leather-bottle stomach,MONDO
125974,3036.0,disease,mucoepidermoid carcinoma,MONDO
126054,2601.0,disease,teratoma,MONDO
126055,3517.0,disease,mature teratoma,MONDO
126305,6975.0,disease,smooth muscle tumor,MONDO
126448,9761.0,disease,cystic hygroma,MONDO
126460,2707.0,disease,breast mucinous carcinoma,MONDO
126505,2696.0,disease,Sertoli cell tumor,MONDO
126506,2479.0,disease,Sertoli-Leydig cell tumor,MONDO
126507,11014.0,disease,pleuropulmonary blastoma,MONDO
126523,5563.0,disease,nut midline carcinoma,MONDO
126587,5505.0,disease,dysembryoplastic neuroepithelial tumor,MONDO
126666,2586.0,disease,thymus cancer,MONDO
126667,2588.0,disease,thymoma type A,MONDO
126741,11836.0,disease,thyroid Hurthle cell carcinoma,MONDO
127450,6280.0,disease,lung sclerosing hemangioma,MONDO
127451,5509.0,disease,histiocytoma,MONDO
127568,4665.0,disease,nodular sclerosis classical Hodgkin lymphoma,MONDO
127569,6085.0,disease,angiolipoma,MONDO
127572,3825.0,disease,kidney oncocytoma,MONDO
127587,2999.0,disease,central nervous system germinoma,MONDO
127588,4216.0,disease,pineal region germinoma,MONDO
127690,4991.0,disease,minimally invasive lung adenocarcinoma,MONDO
142330,2698.0,disease,testicular gonadoblastoma (disease),MONDO
142336,2697.0,disease,ovarian gonadoblastoma (disease),MONDO
142398,5035.0,disease,ganglioneuroblastoma (disease),MONDO
142399,3362.0,disease,cutaneous leiomyosarcoma (disease),MONDO
142441,2093.0,disease,acanthoma (disease),MONDO
142446,5289.0,disease,paranasal sinus neoplasm (disease),MONDO
142447,2807.0,disease,bronchial neoplasm (disease),MONDO
142451,541.0,disease,jejunal adenocarcinoma (disease),MONDO
142452,2205.0,disease,vulvar melanoma (disease),MONDO
142453,2829.0,disease,bartholin gland carcinoma,MONDO
142454,2119.0,disease,ossifying fibroma (disease),MONDO
142455,2735.0,disease,anal canal adenocarcinoma (disease),MONDO
142461,3367.0,disease,gastric leiomyosarcoma (disease),MONDO
142466,3308.0,disease,pleural mesothelioma,MONDO
142468,3805.0,disease,malignant pericardial mesothelioma,MONDO
142474,3002.0,disease,dysgerminoma (disease),MONDO
142477,5207.0,disease,choriocarcinoma (disease),MONDO
186676,6181.0,disease,digestive system carcinoma,MONDO
186679,5033.0,disease,ganglioneuroma (disease),MONDO
